,target,TweetText
231130,0,back from italie 
19603,0,"SPOILERS! @wilw watching one of my all time fave movies, Toy Soldiers.  Always cry when your character dies.  Which is right now.  "
72069,0,ugh wide awake. 
126482,0,@Wossy Help! Book is out of stock at Waterstones 
307324,0,"May the results of your persistent efforts light your path &amp; guide u towards richness in life. Off to dream, tweedeck not working "
532372,0,@DonnieWahlberg Awwww...Your Girls Can Take Care Of Those Boo Boos   We'll Fix Ya Right Up!!!! xooxoxoxox
124066,0,my niece's head bumped on my nose! ouch! it was bleeding 
152796,0,@mileycyrus totally do not blame you on that 
571504,0,"Finally watched the last episode of Pushing Daisies ever, this morning! Going to miss that show! "
250328,0,@NickTheSloth same. And I've been out most of the day!! Revising soil is soo unbelieveably boring! 
81523,0,"Home, softpants on, pb&amp;j sammich in hand, knitting at the ready! I miss @jfew already "
341062,0,Awake @ 6 freaking a.m.  Couldn't sleep
152683,0,in my own bed now 
254505,0,"have a migraine....taking a hot bath with the lights out.....one candle. sounds sexy, but isn't. im in pain. "
509727,0,@JonLuke It's too bad you're stuck at work &amp; can't enjoy the weather. 
635945,0,left the window open by accident.. getting bit everywhere by bugs.. im gonna wake up all itchy and red tomorrow 
390840,0,The characters in Final Fantasy IV keep sacrificing themselves. 
166079,0,"oh noes, my puma hoodie is coming apart  i love this thing!"
317559,0,@AdieJonas I love you too Adie *hugs* you just wen sleep as I woke up this morning 
379133,0,@dannysullivan Saw Flight of The Concords in Concert a month ago in Vancover. They were great!! I'm a big fan. Sorry I had to miss SMXA 
83081,0,"The dinner went as expected;stuffy,suffocating,plastic,arrogant,biased,vulgar inuendos,BO&amp;Co..are real comedians, or actually,sad jokes  "
700322,0,@ThomasBledsoe  who passed?
448613,0,hopefully i wont be coughing tomorrow 
725703,0,"@thatkidrich wasn't open  Mediterranean, though! Quite good for late night!"
704244,0,Gloomy day in Oceanside  meeting B for lunch at the px then hitting up itt &amp; the pharmacy... Fun fun! :-/
555953,0,It is now time to start the never ending math homework! 
527875,0,ugh. Finally got around to installing #Safari4 (hey I've been busy!) + its reverted back to old tabs. Really liked the title bar tabs 
520801,0,im hungry and the only thing open is woolworths  looks like its can food for me
783426,0,go to work 
32047,0,Just pulled my back walking and yelped like a wounded puppy. Im in sooo much pain 
561668,0,why dont you find your own style? your own trademark? rather than following people's its kinda annoying 
483641,0,going to english class..... 
122890,0,"damn, I left my mp3player at home! and it's not that I forgot it: it must have slipped out of my bag as I was rushing out! I miss it... "
674621,0,feels sad. TR Knight left Grey's Anatomy naaaaah  http://plurk.com/p/12b8wd
321716,0,@SkinCareDoc Thank you for your support! PS Found out I am allergic to something in a Johnson and johnson bandage...skin rash  burn like!
145450,0,decked it coming up the stairs a beast have an absolute belter of a carpet burn on my knee 
733806,0,@tinycastles bkk has the pink ones apparently!! haha it was too squeezy so wasn't that great 
471902,0,Omg its thundering and raining really bad now 
165706,0,"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already. "
263685,0,armourer costs $700 a day + $100 for each weapon. FUCCCCCCCCCKKKKK too expensive 
745451,0,I have a big problem with my hard disk ouuufff 
71033,0,going to sleep cuz i have class in the am 
636269,0,hmm must be friday. FCP keeps dropping frames on playback 
65141,0,work work work  and procrastinating with twitter 
345083,0,"@verbs_n_nouns if stephanie meyer can be a writer, anyone can "
780266,0,is farked annoyed again. Not even Sawyer or SRK can help 
625574,0,@ashface i bought myself a box of scooby doo ones yesterday and then my little brother ate them all  
353442,0,"Has no one to fish with, sad day "
348582,0,im sure i recognize him from somewere  SCARY   if he stares at u agen give him dirtys or put ur finger up n see wt he does 
371937,0,@aestus ... Thats... the worst story ever... I'm sorry... I feel even worse now... Just in a different way.. 
593512,0,"@utjenn That's weird, I don't know what else to do then.    Maybe it's taking a while 2 get thru?"
214892,0,@MadMikeyB Speaking of which... Ha no.. some fool ate the curry  .. so its #porridge &amp; #toast for me.
28575,0,Missing hubby  can't wait till he gets home...
44241,0,I miss @NOT_JUNE already  http://twitpic.com/4e1ag
704618,0,@almightygod You're assuming that I don't? And I thought u were infallible!  
380559,0,When will the humidity stop? Monsoon please come soon 
215851,0,Ending  to read Breaking Dawn [The Twilight Saga]. I don't believe: the story  will end ... 
618068,0,@timseppala They said &quot;next year&quot; so not this fall. No specific release date yet  Still can't wait though!
61808,0,"Our 63-year old runner had to stop 9 miles short of his 10-day, 500-mile goal.  http://ow.ly/4Var"
110573,0,"Tired, its not normal to get up at 7am on a sunday "
31926,0,@lirontocker AWW no srsly ? i sold mt DS recently  peggle =2 best thing ever
135770,0,I know ... I'm so sad 
491831,0,oh no!! dominick's fish died  ~mae~
398903,0,"All my mates are &quot;In Love&quot; sadly, no love being passed onto me, well, by people who I like anyway "
270283,0,@stitchsista hugs-sounds like a shit situation 
116872,0,@Xx_Mcfly_xX : me too.  xx
774659,0,I thought that when you are sick you are not meant to be hungry!! 
536849,0,"Isn't coldness, wind and rain just utterly delightful during the summer? "
566173,0,Neighbor stopped by asking about a logo design... I think my price scared him! 
8258,0,I think my upcoming trip might be my last trip to disney this year..the hubby wants to cancel our august magic kingdom view to save money 
405449,0,Change me plans were not gonna see up 
4179,0,says ayaw magload ng Pet Society haymsad  stupid office computer http://plurk.com/p/n1623
451392,0,what a lazy sunday! back to work tomorrow 
251819,0,Biology homework  5 pages to do :O
268278,0,Connecting Twitter and Facebook together... Got problem 
754305,0,"love&gt;me    .... its clearly got the better of me, becuase right now i have no idea what to do anymore "
442422,0,calling other PTA mom about daughter's graduation party.  Goodbye elementary school 
64507,0,They LOST  not very happy right now...
723170,0,what's with the green faces on twitter images?  
335815,0,@MISSMONMON what r men like!? LOL I feel my hangover trying to catch up on me. 
606387,0,"Super Aggy. Today would be the day that i have all the paperwork i need, just for the office to be closed on Thursdays.  Not looking good "
59634,0,p.s - there's this boy i miss heaps and heaps.... i wonder if he misses me too 
592872,0,O hi Rochelle! I don't see her tweets. We don't follow each other 
185201,0,Ugh this night sucks! I still love Kobe but I just wanted Melo to take it! 
87824,0,i can't believe i was at the right place at the right time and i didn't do anything! 
472896,0,"My desk chair is broken     I am currently using a piano bench.  Ah, such is life"
71984,0,"(@gingiringingin) not that i don't mind people talking to me, but my throat is killing me so,can i just shut up for a whole day please? "
636722,0,praying i get to leave CT in the next few months... that is all i want this year 
486303,0,Still sitting watchin really bad soaps!! 
438218,0,@PsychicCrayon  Hugs.
416156,0,@ashleyykayyy Titanic is my ultimate favorite romance movie and i love love leo! Why did Jackhave to die!!!!  *tear*
542256,0,@carolineaburke lovin the new updates!! countdown to RHNJ.......wish we were watching together 
214852,0,MARYCEEEL!! WANT HAPPEND WITH YOUU! I DON'T TRUST U! :'( I WANT TO CRY 
443346,0,"http://twitpic.com/6ula9 - One more test,lol ims fat "
665976,0,this is probably THE WORST FRIDAY in my whole life 
578981,0,"Apparently, MM's Comedy Roadshow is in fact a rebranding of Live at the Apollo :o Looked at future ep comedian line-up... Not good... "
98424,0,"@JankySlamsworth yo is it just me, or does mr.hudson look like he's some villain off of a 007 flick? Maybe its his hair...I'm goin to bed "
487804,0,i wish i didn't have to work today... i want a nap 
117172,0,"Argh, I hate honours Irish, and exams and blaaaaaah. I want to read "
521624,0,No miami 4 me I have 2 go 2 the west coast 4 work again   money calls I gotta go.(LLL)live love learnCourtney P.
569749,0,"Fixtures were announced today for football, Newcastle start away to West Brom..  Could of been better"
728918,0,"@brendam ah yeah, there is that "
267911,0,Had a great wkend but back to being cooped up in the office all day whilst looking out at the sun 
770252,0,Ed McMahon died. Who will surprise people with giant checks and balloons now? Probably Ryan Seacrest 
645227,0,Gonnna try and sleeep now. Fckn headache 
73627,0,"@officialkimchiu so Sharon's playing right now, instead of TD   lol.so i have to either stay up till 12 or wait till tomorrow at 8"
17719,0,@AroundTheHorn That championship bout was pretty tactical. . but in a BORING way!! Leites shoulda came out blazing in the 5th!? Depressed 
370676,0,it was supposed to be kept as a secret.. now it's getting worster.. 
194135,0,Yahoo! 360 to Shut Down  - Tin ??n ?ï¿½ thï¿½nh hi?n th?c. ?i?u nï¿½y th?t ch?ng mong mu?n t?o nï¿½o nh?ng ch? cï¿½... http://tumblr.com/xyu1wmbzw
235861,0,Half of my new clothes are either too big or too small... Why can't they label them properly!! 
117607,0,The sun dont shine forever  so when the rain comes grab an umbrella and hold me like you'll never let me go 
340682,0,Keeping myself busy this morning. Hate being bored 
86642,0,Home from relay and napping. Exhausted and not feeling the greatest 
627659,0,"sytycd is coming on. uh oh, who's going home? "
459956,0,back from the party couldnt stay  gotta go to camp in the a.m.
45644,0,Smiley!!! I miss @mandyyjirouxx 
213317,0,just got home from shopping. my new dvd player wont play on my tv 
489890,0,first time ive been on the computer all day. im proly gonna have top help my sister with her 7pg english paper thats due tomorrow 
363737,0,"@xthemusic Aw, that means when I get one I can't play with you "
303341,0,@sixfive drove by...but it was over 
467563,0,is saddened by the remarks given by Yusuf 
731215,0,shes a meanie 
115875,0,almost 1.30AM. havent finished analyzing the scientific ppr.. screw school work. gotta kill chicks tmr. my course is evil!  gotta sleep!
24084,0,last day of my vacation!   getting ready &amp; headin to the gym for a great workout!
450558,0,@eshenayo  &quot;The URL contained a malformed video ID.&quot;
347443,0,@SlackerCay aww... that sucks. 
221395,0,sadly i had to shower all alone 
348548,0,I am so terribly distracted and unfocused. 
683321,0,"is at Phakisa, spectating rather than racing though.  #fb"
349962,0,"I am in such a mood today, i have no idea why!!! I can't wait to be able to take a nap, haha "
133814,0,@Lombear @lrmurphy Yes it's really no good at all. 
649786,0,Health and math exam today 
689917,0,@Rahms - who's holdin a bbq? I'm jeloussss u gt to chill n jam whilst I'm stuck @work!! 
186684,0,thinking that pulled muscles don't sound like much fun at all 
195238,0,It's not good to follow news tweets that flood your page almost every minute 
286527,0,My mouse is all Pizza-y 
325791,0,Nervous as hell. Surgery tomorrow 
651749,0,Music Blank. Don't know what to listen to 
598574,0,I have to get my hair cut just because it's a job requirement. But I don't want to do it. I DON'T WANT TO DO IT (period) 
737015,0,@LifeForHire_ I know but that costs money  ... did u go to the party in the park thing??
241882,0,"at work, wishing i was at church and than at home "
767621,0,Damnnn mad cos Quest Crew was in sf on the 19th for meet and greet and performance 
537316,0,Gotsa headache 
199293,0,There's a female blackbird trying to wind up cat by getting very noisy and close then flying off. Wish it would tweet more quietly 
427192,0,"itching my ass off. lol, i hate bugs "
326042,0,Sooo sad to see @LaurenConrad leave the hills 
589970,0,@nina20_990  no me followleas 
210389,0,waiting for my SP posters to arrive  been nearly a week now 
101549,0,@mousebudden tried to listen online but 105 has region restrictions &amp; im in japan  will it be jbtv?
701740,0,No rest for the wicked! No time for siesta 
88711,0,"About to get dressed and step out into the balancing act called life. LOL looks gorgeous out tho, the pollen is waiting for me.  LOL"
353726,0,@GeorgeGSmithJr  missed the last giveaway  oh well maybe next time @GeorgeGSmithJr  #crocsfeelgood02
291205,0,"@diana31380 Good! I was crossing my fingers for you! Yes, I'm working til 9pm. "
152023,0,@fatinjua the kitten fell sick  i wont be able to keep him 
774529,0,@roadrunners62 and i am going to miss the beginning of the game tomorrow b/c of it 
724656,0,I been thinking for weeks like @sadexposed wasn't following me and 2 come find out she is im sooo stupid 
321940,0,Just realized that I wont be watching The Colbert Show anymore because its on at 11:30pm and I have to watch Conan now.. 
715711,0,"I just realized this is technically my birthday weekend, given its on Tuesday. And I'm sitting around the house watching tv... "
776057,0,"Finally spoke to Cornish Rex rescue group, after 3 months of tag. Not likely to find the cats a home, but might name a kitten after me "
327708,0,got a bit of belly ache 
489675,0,iÂ´m so angry because i can't finish my homework.... i hate chemistry 
763163,0,"@shawnie123 ooo sorry, i liked that status on facebook  :/ i fort it was summing u made up with sum1 ! (yn) good luck in finding it! xxxxx"
426725,0,"@McLaren_eShop Lewis = 8th, Heikki = retired  #f1 #mclaren #competition"
23757,0,hooray for the lovely day! shame im probably spending it all inside doing work. 
576716,0,"here's the problem, I had a big bag of sugarfree cola bottles and gummi worms and I have lost them. "
601996,0,@GabrielSaporta I'm so sorry you lost  If it makes you feel better I voted for you.
215960,0,No ....   mom wont let
13390,0,No GaGa for me and @toreo  shows all sold out.
44111,0,...wonderful except when my brother kept turning the light on &amp; people and dogs downstairs kept making noise &amp; waking me up 
422956,0,"DUDE, wheres my car?! "
480479,0,Not feeling great today body hurts and Bruises r starting to show now. On my way to see my truck and get things out of it I'm scared 
199825,0,damn! wrong link in my update 
786489,0,really don't like reading &quot;good morning&quot; tweets at 12am! at least not during the week 
248339,0,thanks to everyone who sent the feel better messages - I really appreciate it. Unfortunately... my stupid body isn't listening at all. 
168127,0,back from lunch and it's pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood! 
45664,0,@darrenmonroe we keep working on it...step by step...going on 3rd brain surgery...meds just don't like me!  thank you!!
774096,0,@Attitude471 What did my Dodgers lose??  
458454,0,@pastelpastel that link refusus to work for me pastel   page load error over and over Grrrr
162052,0,@roninreckless dude you didn't even say bye 
186070,0,"@SparksNotes Your little article about the Dos and Donts promotes conformity  Shakespeare was original, so why not students who study him?"
433052,0,@AbbieReed im so jealous! i really wanna see them. 
481461,0,Staff may be moving back into the office today...but water leaks and no A/C is a recipe for a smelly room. 
703606,0,i've had a horrible neckache/headache for three days and i'm becoming more and more paranoid that i have some terrible illness. 
553178,0,@broskiii Yeah too good to be true I guess 
458271,0,Watching the Army Wives season premier...man this seriously makes me miss WA and all of the girls I could truly call my friends! 
411536,0,"@ImShastaBrown DM.  I would charge in car, but i decided to train it today!  "
424840,0,Feeling woolly headed from the meds... 
661339,0," Disappointing news, todayyy! I didnt get into the math classe i needed to get into! rawr! Least i tried... Going to have to find some ..."
179909,0,this is what i think about the world @mileycyrus at hannah montana set.... im missing tennessee ALOT today 
147312,0,On my way home for a lovely sit down...and then to do dishes 
478465,0,Just wroke up &amp; now im bored cause i have nithing to do  i hope theres somethin interestin on tv today! Doubt it tho 
66073,0,@sd0403 haha yeaa..it was because of graduation. like it just hit me today after the rents left w. most of my stuff  .ps i be in pitt tom.
26645,0,Lana Winchester doesn't answer my text     I guess I'm not Dominic
773842,0,tweet ya'll later 
28295,0,Hey peoplez!!! I watched yes man and it was really BORING!!! talk about great latest moveis..... 
128604,0,HERE GETTING DRESSED AND WISHING I COULD TURN BACK TIME AND GIVE MY BEST FRIEND HER HUSBAND BACK! GOD HELP BRING BACK THE BFF I LOVE  
228983,0,At work..couple more hours till I'm happy again.. 
380386,0,morning twitterers...its such a gloomy and grey day today 
20327,0,Someone somewhere didn't like O.T.T.F. http://www.smartestgames.com/gotd.php 
710830,0,@Kgreenel Last time I went away I forgot to pack my camera!   lol
387711,0,"@roly50100150 -I went last week 2 get my usual, toasted pumpernickel bagel, but they weren't there "
487636,0,i miss my daddy !!!! i love u loads! will meet u in heaven one day hopefully 
594761,0,Just woke up.. gonna be a very long day. 
515824,0,@_rachaelll I would! but if we want to stay in fionas hut then (my mums already not decide on that) I'll have to pick 
115926,0,Tired and Sunburned from the beach!!! 
472363,0,"@XarahC Hi Sarah, what conference is this? I somehow always seem to miss such events "
121194,0,mhmm it's one in the morningg &amp;&amp; i'm bored &amp;&amp; wide awake with nothingg to do. boo. 
765434,0,Didnt notice the typo until after I sent the txt. Nothing much going on though BBs. Might leave twitter. Pointless to update &amp; not read. 
212504,0,is all dressed up with nowhere to go  http://plurk.com/p/x9r39
186841,0,Today is my birthday. I am now 29 going on 30. Man that sounds old. 
302545,0,I wanted to order really hot chili peppers off the internet but my paypal account is being sketchy and this may take some effort 
509420,0,omfg &quot;Obsessed&quot; is like a soap opera.  
182468,0,has old lady crusty toes 
295720,0,@JamilahMyAnn  haha i love twin ..and it was a success expect i cant scoop up the milk 
468353,0,Help me for I cannot fanthom the ideas in my head...someone hold my hand in this painful walk 
184709,0,Aww @YaYaZxlYkExwHoA im gonna cry!! I see Charlotte doesn't function properly without me 
451200,0,my custom built leaf collection system... valiant effort but ended in failure.  
540401,0,@MariBiscuits  I know . He is all alone  with a new baby and a sick fiance in the hospital 
311245,0,got a text from Optical Works! My glasses are done! Hope I could pick it up before 8.30pm. 
95753,0,"Hopping on my biscle to my work. It's going to rain (again), so I rather be cycling very fast "
784595,0,why does my stomach hurt! 
94514,0,i am eating ramen noodles for the first time ever in college... and it's the last night 
779584,0,Is Blah..Everyone I Know Seems To Have Problems That I Can't Fix  Sleep Time!
480712,0,nothing like waking up out of a deep sleep to someone (almost) breaking through your apartment walls !!!!!!!! holy crap ! GOOD MORNING 
598062,0,Diet Pepsi to wash the mucus down. Emotional night 
355662,0,@junebuggg its yucky out 
232153,0,@smudge372 ohh sorry and i thought it was coz you wanted to go with me  lol xx
143763,0,I'm missing the opening day of T09 
487688,0,@halliew I've been trying - I think I actually aggravated it further with a dumb move 
591819,0,@kellypippin paha ribbon!? there is no lyrical  i was pooped out bout that;&amp; there is a modern thats the one i took last semester lol.
385866,0,"is back from Douglas after doing my weekend shop, lots of miserable bikers mooching around in the rain, feel sorry for them, grim day "
12952,0,"we're so busy at work, it's nuts. no break for me again "
357081,0,"@pomegranates  awww, sorry to hear that. they are such delicate creatures "
136737,0,"@inavacuum he's doing as good as can be expected, it was just the weirdest thing "
704508,0,F...ing SoCal weather it sucks sooo cold drizzle earlier...BOO 
597752,0,just realized! neeeeeed new shoes. i am skidding across the courts. 
1020,0,@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!
214928,0,ouch I've burnt my thumb 
34801,0,eww my laaap   i wanna my lap  must learning and i'm makeing a poster on SS... weird
460190,0,Took advantage of day off to travel to the coast with some buddies.  I now have sand in places which should never have sand 
472399,0,@RoflRawr Why was yesterday not your day?  You ok?
721118,0,"I'm back in EvE Online ... got my little mining sled all blown up in .4 space today, I gotta figure out how to NOT get webbed.  "
786774,0,this is why I get dark circles and baggy eyes 
619408,0,"JOsey don't u worry, its just a fase ur goin throu, someday ull no just what to do! lol luv tat song. soo i just got my foot operated on! "
663050,0,"@AlohaArleen Its not appropriate for me to tell you on here, but a lot of things were a misunderstanding but she doesn't see it that way. "
780082,0,@princesstimetoy  I hope you feel better soon! I recently found out that my tattoo guys wife was diagnosed with MS not long ago
721986,0,@AngKam  We have angels watching out for us though.
139114,0,I just lost the game 
364086,0,"http://twitpic.com/6p2wz - On the ground in Hamilton. Need a restroom and real food, stat. Will be last to deplane though "
109231,0,"Watching Star Trek at the drive-in was fun, but my butt now aches "
613660,0,looooooooooooooong day  im going blonde tonight!!
733978,0,@jsmith1987 yeh worked there may-sept was fuun!!! yeh i hadnt been fb in ages either was a good night! got a hangover today thou  x
709474,0,I usually channel surf in bwtn commericals. I haven't moved it yet thts how drafted I am 
516340,0,is sadd 
151206,0,golden girls.... again.... Dorothy has Chronic Fatigue Syndrome but no one believes her.  
211828,0,hungryyy! lol i have no extra babysitter today 
437568,0,"great nite! wish i could just chill now, but have to fix computer "
291738,0,r.i.p air france pax 
316369,0,I slept amazingly. I woke up and still thought i was on the west coast. I wasnt. Sigh 
572433,0,ii really need 2 tlk 2 sumone  but he wont even listen
222478,0,LOL dammit CLEVELAND!!!!!!!! 
423609,0,@itweet Why is the HTTPs function for iTweet not working? 
120313,0,No to school! Egad! I'm too tired for a Maths GCSE 
728603,0,@AKAdemic07 R u comin to visit r 4 school? I went to see The Hangover tonight. I miss our movie nights.  My program ends July 17
293085,0,I'm really stressing now... 
741162,0,I'm currently drinking a mocha frappuccino &amp; my dad is downstairs puking and doing other sickly things. Its not a very happy day for him. 
518467,0,I'm freezing in the movie theatre 
454154,0,Tired... I have to make breakfast &amp; lunch for tomorrow.  
141154,0,I soooo don't wanna get up  but I get to see my BF Dr. G this morning so that's ohhhhhkkkaayy
454927,0,just came back  TIRED! Hungry! gotta study and do spanish hmk....im soooo getting homeschooling! thats it!
382178,0,@CherylH77 Yay for you being home. Boo for your body going skitzo. 
353730,0,That shower sucked! i just found 5 mosquito bites I didn't know I had  ouch they buuurn
348890,0,pollen level must be gettin high  can feel my hayfever coming :o gutted didnt think i was gonna get it bad this year
607481,0,headache! but not sleepy 
230032,0,"but also feelin bit stupid cos said somethin last night and shouldnt of said it and bloody annoyed with myself for sayin, nob!!!! "
352166,0,"Oh, sorry @ioctocat, I'm not in the US... nevermind "
160748,0,anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol
428972,0,@_Bi_ poor thing  I think know what it's like!
581157,0,@reverendkate thanks Kate. Just woke up from a long nap. ;) still sore throat 
667716,0,Yay for my dog farting 
399061,0,didnt get any sunglasses or earbuds either !!!!!!!! 
140453,0,@andreafancinell i am currently sat with my sunglasses on... don't have any lavender tho  Hate my head! 
217184,0,"I feel inadequate that I can't fix this plumbing issue. But I have no plumbing knowledge so, of course I wouldn't know how to fix it. "
704573,0,@Tlkr84 nope nothing yet  still looking And yay! I'm ready for the party scene tonight!
338029,0,@ryoi but now i want to grow it out a bit more and it's at that interim length and looks very dorky right now 
212743,0,Julian 3rd Place Well Donee; Flawless Noooo 
492403,0,@taeheckard stop showing the flicks??? Y? 
243119,0,"@SarahInTheSkyy darn, I do have a good webcam  i might connect it in just for you. skype call now?"
169982,0,working on homework!!! 
494886,0,@AlexanderChow I felt a little discomfortable that you retweeted my retweet like I was claiming the German gov was corrupt... 
603129,0,@joiewhite no  but i want to so bad !!!!
517846,0,/i want to go to reading or leeds 
274289,0,@jameswilding http://yfrog.com/5e80vj This makes my day in the office even harder 
141252,0,Left without even saying anything 
743951,0,Wishing I were with @HankTechentin on his special day 
291562,0,home from work.  now its time for errands and chores...poop. 
711200,0,wishes @ddlovato would reply  shes so awesome!!
672303,0,:/ I don't want Ziva to be gone  I am so sad!!!!
32538,0,Going over Database theory... 
323446,0,I went on MSN and everyone suddenly went offline. 
472367,0,@floralsex y the mask so cute 
179597,0,"@JWReynolds My mum and Brett went to see it today... I thought I was invited, but they left without me "
237286,0,"Time for a break. Lunch, a cuppa and catch some rays. My brain's aching from sitting at PC for hours doing Uni work "
588487,0,"Damn nevermind, i have to work at 11am  im going to call it a night early"
158230,0,It was an amazin night! ! But my mom was yellin at me to get home 
463199,0,My dad forgot to unlock my phone... Again. Damnit. 
210853,0,"Had to go and get beer,  it will cradle me throughout the night until I sleepy, also got some nail scissors for 97p, be the better man!!"
196260,0,@JanSimpson I'm seeing a lot of that too! 
399734,0,@ribside We missed Woolies for the first time today 
105729,0,@sonnetXVII no  we just turned it on like 10 mins ago....i'll look it up later
721142,0,@alyseandersen agreed! Ahhhh 
91031,0,Stuck in traffic because of a fire in the grape vine. 
298793,0,@angryladybug oh no  please go see the doctor asap! you don't have headphones that go in your phone so it can be handsfree? :/
500696,0,Jordan likes me so much. Right now he's waiting for my call &amp; I feel almost obligated to call because I don't want to be mean 
589899,0,I got to much sun and now I'm sick.  And I'm just overall sad.. 
799511,0,Sooo close to finshing this modle and why is it rendering always frows a fit and stops working 
127999,0,"Kinda dreading school, cuz i have to be mean today. "
593931,0,@MCRmuffin Awee  *hugs*
15342,0,"the code never leaves me alone. uggg. i was planning on gardening, but i think the code will eat my time today.. "
744302,0,finally ready studying... heeww. n' now i'm up to watch gossip girl.. missed the last episode. 
591139,0,@_kaetran u free this weekend? i wanna do sumthing fun. havent had fun in a very long time 
116150,0,With two sick children at home  Hopefully they will sleep well tonight (so I can sleep too ;-))
141408,0,@josianna It happens! I have already done 3 loads of washing which is now out in the garden drying off! Got to hoover etc now! 
363788,0,@PJA1966 That's nowhere near as fun as pedling smut! 
281937,0,theres just been a car crash 
170565,0,"i ate waaaay to much candy today, i feel sick "
312232,0,"@DoonaDoo not 'gone' no  ...i live in hope though  Shall we say Monday, 1pm, usual place? You met F &amp; S?! Live up to expectations? x"
365093,0,@greeneash I WONT WAIT TILL NOVEMBER 20  YOU RE THE BEST  IM FROM ARGENTINA!
456694,0,"Someone please send me a twitpic of Barb's jacket at #iabc09 .  All the tweets about it makes me want to see it!  And, not in San Fran  "
399495,0,"sometimes a 10 minutes task will take more than an hour to complete, for me, that sometime is today "
245470,0,@brenda_song I didn't get to watch it 
558035,0,@webholics I registered too. They've created a lot of buzz with the preview for developers who attended the meeting. Lets #wait ... 
70847,0,Morning tweeters. It's a bank holiday here in the UK so naturally I'm wide awake and up already (yet another night of very little sleep 
693803,0,*sigh* Work time. Be home at 5. 
276705,0,@TomChesover damnit! you guys should so come for a little bit anyway  how comes you're going to windsor?
204869,0,No fight for me today    @ Holly Ridge Dr &amp; Whitman St http://loopt.us/jwKxNA.t
555066,0,my scooter doesn't work 
643735,0,"Hooked on The Sims, can't believe my partner just passed away  life is so darm fast on this game."
29635,0,"@BensonGoesRawrr not really, just upset, got dressed to go out somewhere, then got back into bed for no reason, im being a bit of a sook "
64026,0,bored doing homework 
319773,0,omg my eyes are pure stinging and watery 
519670,0,Dragging ass... seriously is it only Tuesday?  
301493,0,@paulBLG noBody wants to be LoneLy nobOdy wants to Cry my bodys longing 2 hold u so bad it hurts inside 
563879,0,Saw No Doubt last night!  They were awesome!!!  So tired today though 
446135,0,work. then back home to the megabitch! 
753901,0,...wish my ears would stop popping 
582819,0,I miss my school 
648718,0,i think i'll have a tuna sandwich and a coke (shoppers drug mart brand has half sugar) to start this wonderful day off 
772176,0,man I wish this pounding headache would go away 
47822,0,Gona watch people buy my mom's things at a garage sale at Eve's Garden... 
45661,0,@crixlee my hearts gotten me in nothin' but trouble.  Believe me.  
82771,0,Last night at the 7207 
183681,0,Having a beer and cooking hotdogs. Erin and I failed to find our bistro table 
607200,0,learning 
711899,0,@musicgeekchic 
288753,0,I have a headache from hell! 
388197,0,"@basseyworld I'm not offended. Then again, I've had my whole face waxed. "
257812,0,Just got done buying my boss a goodbye card and going away gift....so sad!  im really gonna miss her
635851,0,says FUCK IT!  http://plurk.com/p/122dph
439600,0,@Amie__88 Kyle posted Larry Mac was on here but I can not find him on here.  Let me know if you find him.
740634,0,@amalinaaa I know man! But pray not. I mean if like 7am maybe not so bad. But not in the middle of mid night! 
266563,0,oh well looks like my itunes froze 
767221,0,@buryuntime What one site? What's the  for?
200931,0,@ahundoin your cake is sagging.  extra white chocolate chips!
689273,0,Back from astronomy lecture. No stars tonight 
540884,0,Listening to Sarah telling me no one will hear me when I twitter. 
557294,0,babysitting clients late at work is boring 
658100,0,"Dammit, I started losing on Football Manager, out comes the big fat exam prep book "
740266,0,http://twitpic.com/80916 - And my leg 
259224,0,@SIRcumSIZED don't get it till tommorrow 
289526,0,"@NinaMcFLY Oh no there I can't help  me, Katie &amp; Melli aren't here...but we'll be thinking of &quot;McFly 4 Germany&quot;! D x"
377418,0,@Toxica_Acid it's a good name dammit 
620461,0,waiting for my grades&gt;&gt;&gt;wish me the best&gt;&gt;&gt;so worried for the first time of my life 
675825,0,my mum took my mobile 
727176,0,So glad the Boks showed those pommies how Ruby is pah-layed! Pakaawk! Sucks about Bafana though 
158434,0,@briska but I'd like to think that I'm an actual musician 
243909,0,Nevermind about getting to watch church 
409641,0,@drewseeley i am def.... oh wait i still have finals  lol
700947,0,@ddlovato Its scary 
126157,0,@DerrenLitten don't you even get a cushion?! Those chairs don't look very comfy 
409125,0,Hahaha we don't know how to gamble 
65620,0,still missing someone she hasn't met yet 
19539,0,I'm now wishing I hadn't done so much gardening yesterday...parts of my body feel broken 
17471,0,@mikeyway i used to have a basset hound. she was the best dog ever. 
456748,0,"My laptop power cord broke  Although I managed to fix it, but not before ordering a replacement. Well, at least now I'll have a spare. #fb"
598100,0,my ear hurts really bad 
346592,0,is ready to kill her biology professor...and her head really hurts. 
443228,0,@LizJonasHQ that means they ate going STRAIGHT back to the us 
687797,0,There aren't many things sadder than seeing the house you've lived in for a year empty 
80662,0,@bsbaegirl what are you talking about? Are you watching Paranoid??  how sad!! Poor baby
396346,0,is not allowed to play with the armwrestling arcade game 
